cip_year,source_page,project_id,project_name,department,project_description,spent,remaining,previous_appropriations,year_2020,year_2021,year_2022,project_total,start_year,end_year
2019,46,3003060000,BIKEWAY AND PEDESTRIAN IMPROVEMENTS,,"Design, construct, implement projects and programs to enhance the safety and viability of pedestrian and bicycle routes. • Citywide 8‐80 Connections • Long Beach Blvd. Pedestrian Improvements • Market Street Pedestrian Improvements • Orange Avenue Backbone Bikeway Improvements • 1st Street Pedestrian Gallery • Liveability Initatives • Grant Matching Funds",0,0,12749479,2321000,4765000,5159000,24994479,2020,2022
2019,47,3003070000,BRIDGE IMPROVEMENTS,,"In conjunction with the County of Los Angeles and Caltrans, inspect, repair, upgrade, and retrofit City of Long Beach owned bridges. Perform bridge deck repairs listed in the 2016/2017 County of Los Angeles condition surveys. • Ravenna Drive Bridge • Anaheim Road Bridge • 2nd Street Bridge • Clark Avenue Bridge • Wardlow Road Bridge • Neapolitan East and West Bridges",0,0,7954783,1000000,500000,500000,9954783,2020,2022
2019,48,3003080000,BUS STOP IMPROVEMENTS,,Provides recreational transit services and improvements to bus stops at various locations throughout the City. • Promise Pass Program,0,0,3387800,1000000,1737000,1826000,7950800,2020,2022
2019,49,3003090000,STREET LIGHTING,,Replace conventional High Pressure Sodium (HPS) lights with Light Emitting Diodes (LEDs) to extend the useful life and reduce energy costs. • Bluff Park Lighting Improvements,0,0,875918,139500,0,0,1015418,2020,2020
2019,50,3003100000,ADA CURB RAMP IMPROVEMENTS,,Construct curb ramp improvements for compliance with ADA specifications.,0,0,3010397,7000000,8032000,3532000,21574397,2020,2022
2019,51,3003130000,MEDIAN IMPROVEMENTS,,Improvements may include re‐landscaping and turf convresion to reduce water requirements and installation of solar powered irrigiation controllers. • Traffic Circle Improvements,0,0,213389,0,0,500000,713389,2022,2022
2019,52,3003140000,NEIGHBORHOOD TRAFFIC MITIGATION,,"Enhancements and improvement projects to safety, mobility and active transportation of City neighborhoods. • Enhanced Pedestrian Crossings",0,0,526707,82000,0,0,608707,2020,2020
2019,53,3003170000,RESIDENTIAL STREET IMPROVEMENTS,,"Repair residential street and alleys through pavement sealing, asphalt overlays, and full reconstruction. Repair work to also include replacement of damaged curbs gutters, drive approaches, installation of access ramps and replacement signage.",0,0,9648755,18948093,13732000,14066000,56394848,2020,2022
2019,54,3003190000,CITYWIDE SINKHOLES,,Apply permanent repair or temporary patching of sinkholes and subsidence in the public right‐of‐way.,0,0,495407,600000,0,0,1095407,2020,2020
2019,55,3003210000,CITYWIDE STRIPING & SIGNAGE PROGRAM,,"Install and replace street name signs and traffic control signs at various locations, as‐needed, throughout the City. • Citywide Wayfinding & Signage",0,0,395023,1025430,0,0,1420453,2020,2020
2019,56,3003220000,TRAFFIC SIGNAL IMPROVEMENTS,,"Construct pedestrian related safety improvements and high priority traffic signal safety improvement projects to address accident prone intersections and safety concerns. Implement countdown pedestrian indications intersections flashing beacons at crosswalks, lighting at crosswalks, and crosswalk signals. • Los Coyotes Diagonal Signalized Intersections • Mid City Signal Enhancement",0,0,3505972,1800000,603000,603000,6511972,2020,2022
2019,61,3004010000,PARK AMENITY IMPROVEMENTS,,"Improvements and upgrades of park amenities. Improvements include: activation of unused park space, increase ADA accessibility, playground structures and fitness equipment. • El Dorado Park West ADA Playground",0,0,5661582,0,0,1000000,6661582,2022,2022
2019,62,3004020000,OPEN SPACE DEVELOPMENT,,Acquisition of park land and development of parks throughout the City. Improvements to include the following locations: • Houghton Park • Los Cerritos Wetlands • Drake/Chavez Greenbelt,0,0,7356818,2041896,500000,0,9898714,2020,2021
2019,67,3005010000,FACILITY IMPROVEMENTS,,"Improvements to City buildings to minimize structural deficiencies, extend the useful life of facilities, and improve energy efficiency. • Neighborhood Library Branches • Health Department Facilities • Fire Stations • Park Facilities • Convention Center Complex • New Civic Center (New Lincoln Park) • Armory Building Improvements • Police Academy Building • Fire Station 9",0,0,15866394,11701830,2892739,9000000,39460963,2020,2022
2019,68,3005030000,ENERGY EFFICIENCY IMPROVEMENTS,,Improvements to public facilities to reduce the amount of energy required to provide services.,0,0,0,1000000,0,0,1000000,2020,2020
2019,73,3006010000,PUMP STATION IMPROVEMENTS,,Repair and upgrade storm water pumps at various locations in accordance with AQMD regulations. Initiate and construct improvements at pump stations that are identified in the 2015 Pump Station Assessment Study.,0,0,583673,1511500,0,0,2095173,2020,2020
2019,74,3006020000,STORM DRAIN SYSTEM IMPROVEMENTS,,"Construct water quality and drainage improvements citywide. Installation of connector pipe screens (CPS) in existing priority catch basins to meet trash requirements mandated by the State Regional Water Quality Control Board (SRWQCB) and required monitoring, modeling, and implantation actions associated with Total Maximum Daily Loads (TMDLs) as mandated by the State and Federal agencies.",0,0,823639,3500000,3500000,3500000,11323639,2020,2022
