cip_year,source_page,project_id,project_name,department,project_description,spent,remaining,previous_appropriations,year_2018,year_2019,year_2020,project_total,start_year,end_year
2017,49,PW5080,BRIDGE REHABILITATION AND SEISMIC RETROFIT,,"In conjunction with the County of Los Angeles and Caltrans, inspect, repair, upgrade, and retrofit City of Long Beach owned bridges. Perform bridge deck repairs listed in the County o f Los Angeles condi(cid:415)on survey dated January 2012.",0,0,2199616,300000,450000,300000,3249616,2018,2020
2017,50,PW5151,RESIDENTIAL STREET PROGRAM,,"Repair residential street and alleys through pavement sealing, asphalt overlays, and full reconstruction. Repair work to also include replacement of damaged curbs, gutters, drive approaches, installation of access ramps and r eplacement signage.",0,0,3686600,12107058,18797000,18467000,53057658,2018,2020
2017,51,PW5244,ALLEYS,,"Repair residential alleys through pavement sealing, asphalt overlays, and full reconstruction.",0,0,379756,1800000,1800000,1800000,5779756,2018,2020
2017,52,PW5390,CITYWIDE SLURRY SEAL PROGRAM,,Repair residential streets through pavement sealing and slurry sealing. Repair work to also include patching the street pavement and installation of traffic striping and marking.,0,0,-428878,2670000,0,0,2241122,2018,2018
2017,53,PW5450,ADA RESPONSE PROGRAM,,Construct access ramps and sidewalks on public rights of way based on verified requests.,0,0,365470,500000,500000,500000,1865470,2018,2020
2017,54,PW5500,SIDEWALKS/CURB RAMPS,,Construct curb ramp improvements for compliance with ADA specifications.,0,0,1601679,5700000,7579473,8731805,23612957,2018,2020
2017,55,PWT010,SUSTAINABLE TRANSPORTATION IMPROVEMENT,,"• Citywide 8‐80 Connections • Design, construct, implement projects and programs to enhance the safety and viability of bicycle and pedestrian routes • Grant Matching Funds • Liveability Initiatives • PCH Ride",0,0,6262974,3250000,2390000,2250000,14152974,2018,2020
2017,56,PWT110,CITYWIDE STRIPING & SIGNAGE PROGRAM,,"Install and replace street name signs and traffic control signs at various locations, as‐needed, throughout the City.",0,0,977929,50000,0,0,1027929,2018,2018
2017,57,PWT130,NEIGHBORHOOD TRAFFIC MITIGATION,,"Enhancements and improvement projects to safety, mobility and active transportation of City neighborhoods.",0,0,458847,250000,250000,250000,1208847,2018,2020
2017,58,PWT190,TRAFFIC & PEDESTRIAN SIGNALS,,"Construct pedestrian related safety improvements and high priority traffic signal safety improvement projects to address accident prone intersections and safety concerns. Implement Countdown Pedestrian Indications intersections flashing beacons at crosswalks, lighting at crosswalks, and crosswalk signals.",0,0,4722396,1000000,900000,900000,7522396,2018,2020
2017,64,PW3010,PARK BIKE PATH REPLACEMENT,,"On‐going repair and/or replacement of existing bike paths, facilities, signage, and striping of park bike paths. Ongoing repair and replacement of bike path paving and striping at: • Channel View Park • El Dorado Regional Park (including park connections to the San Gabriel River Bike Path) • Heartwell Park, including off‐site connection to the San Gabriel River Bike Path • PW right‐of‐way off‐street bike path between Martin Luther King, Jr. Avenue and Orange Avenue • Recreation Park • 6th Street off‐site connection to the LA River Bike Path",0,0,0,100000,100000,100000,300000,2018,2020
2017,65,PW3020,PARK FACILITY REROOFING,,"Reroof park facilities to prevent damage to structures, equipment and inventory, citywide. Improvements will be made to the following facility: • Stearns Park Community Center",0,0,245951,292000,0,0,537951,2018,2018
2017,66,PW3040,GAME COURT REHABILITATION,,Repair and construction of sports courts at the following locations: • Silverado Park • Los Cerritos Park,0,0,12501,0,200000,0,212501,2019,2019
2017,67,PW3050,RANCHO LOS ALAMITOS,,Perform improvements in a manner that is consistent with preserving the historical character of the Rancho.,0,0,498665,500000,0,0,998665,2018,2018
2017,68,PW3060,RANCHO LOS CERRITOS,,Repair and maintenance upgrades to extend the useful life of Rancho Los Cerritos. Work to be initiated in FY 18: • Driveway / parking lot upgrades • Furnace replacement • Irrigation and turf replacement • Termite treatment,0,0,497110,500000,0,0,997110,2018,2018
2017,69,PW3070,PARK ACQUISITION & DEVELOPMENT,,Acquisition of park land and development of parks throughout the City. Improvements to include the following locations: • Davenport Park • Houghton Park • Willow Springs Park,0,0,4043059,4648000,2500000,0,11191059,2018,2019
2017,70,PW3130,TREE TRIMMING ‐ PARKS,,Investment into the City’s Urban Forest to include: • Tree Trimming • Tree Planting,0,0,67457,0,495000,0,562457,2019,2019
2017,71,PW3170,GAME FIELD UPGRADES,,Restoration and rehabilitation of game fields. Improvements include the following locations: • Admiral Kidd Field Turf Improvements • Hudson Field Turf Improvements • Veterans Field Turf Improvements,0,0,1380980,480000,0,0,1860980,2018,2018
2017,72,PW3220,IRRIGATION SYSTEM REPLACEMENT,,Upgrade and replacement of park irrigation systems to conserve water and properly maintain landscaping.,0,0,4258468,357500,0,357500,4973468,2018,2020
2017,73,PW3240,RECREATION BUILDING REHABILITATION,,Rehabilitate existing buildings to enhance the functional use and maximise operating efficiencies. Work to be initiated in FY 18: • 4th Street Street Senior Center,0,0,647186,250000,0,0,897186,2018,2018
2017,74,PW3250,RESTROOM REHABILITATION,,Repair and construction of restrooms at the following locations: • Drake Park • El Dorado Regional Park • MacArthur Park,0,0,463503,0,1620000,0,2083503,2019,2019
2017,75,PW3300,EL DORADO PARK REHABILITATION,,Repair and rehabilite facilities at the City's largest park.,0,0,859428,0,1854000,0,2713428,2019,2019
2017,80,PW2040,CONVENTION CENTER COMPLEX IMPROVEMENTS,,"The Convention Center’s Capital Improvements will provide facility upgrades to address infrastructure needs and to enhance the competitive position of the Center. Work to be initiated in FY 18: • T errace Plaza Fountain upgrades • T errace Plaza Sound & Ligh(cid:415)ng Upgrades • G eneral pain(cid:415)ng, flooring and other building upgrades",0,0,2057063,1400000,0,0,3457063,2018,2018
2017,81,PW4100,CIVIC CENTER COMPLEX IMPROVEMENTS,,The Civic Center Complex facility requires improvements to maintain each facility in a reliable and efficient operating condition. A majority of these projects will be initiated based on operational needs in conjunction with the new city hall and main library. Public Safety Building retrofits include LED lighting and maintenance on boilers.,0,0,2056347,500000,0,0,2556347,2018,2018
2017,82,PW4140,CITYWIDE REROOFING,,"Replace City building roofs to prevent damage to structures, equipment, and protect and preseve inventory. Roof replacement can extend the lifespan of buildings, facilities, and substructures around the City including parks establishments and community centers. Work to be initiated in FY 18: • F ire Sta(cid:415)ons • Neighborhood Branch Libraries",0,0,18694,250000,250000,0,518694,2018,2019
2017,83,PW4240,GENERAL CITY BUILDING REFURBISHMENT,,"Refurbish City buildings to minimize structural deficiencies and extend the facility useful life. Work to be initiated in FY 18: • Bach, Twain, and Bret Harte Libraries • E mergency Opera(cid:415)ons Center • E nergy Efficient Upgrades • Fire Stations 7 and 17 • Fire Station Training Center • H ealth Department Facili(cid:415)es • P olice Academy",0,0,1418241,5974000,3140000,0,10532241,2018,2019
2017,84,PW4370,FIRE FACILITIES MODERNIZATION,,Modernize fire department facilities at Fire Stations throughout the City. Upgrades include providing gender separation for restrooms and the conversion of common sleeping dorms to private sleeping quarters in order to provide privacy for the workforce. Work to be initiated in FY 18: • F ire Sta(cid:415)on 9,0,0,412322,125000,0,0,537322,2018,2018
2017,85,PW4450,FACILITY ASSESSMENTS,,"Develop list of all City‐owned buildings and facilities and complete an independent Facility Condition Assessment. This will include comprehensive building evaluations (structural, mechanical, electrical, plumbing, and energy and water conservation) for City facilities, identifying corrective work needed, and developing budget estimates and projected schedules for the completion of all recommended and preventative maintenance work.",0,0,0,200000,0,0,200000,2018,2018
2017,86,PW6200,QUEEN MARY PROJECTS,,"The Queen Mary requires historic preservation and capital improvements to properly maintain the structure and its historically significant elements. Projects will be initiated based on operational needs, identified capital deficiencies and ongoing survey/studies.",0,0,-81208,2589000,0,0,2507792,2018,2018
2017,91,PW7020,STORM DRAIN PUMP STATION REPAIR & CERTIFICATION,,Repair and upgrade storm water pumps at various locations in accordance with AQMD regulations. Initiate and construct improvements at pump stations that are idntified in the 2015 Pump Station Assessment Study.,0,0,210770,1550000,3750000,300000,5810770,2018,2020
2017,92,PW7060,STORM DRAIN SYSTEM & WATER QUALITY IMPROVEMENT,,"Repair storm water catch basins and storm water mainline pipes. Construct storm drain enhancements. Conduct water quality improvements along Queensway Bay, San Pedro Bay, Alamitos Bay, and Los Cerritos Channel. Required monitoring modeling and implementation actions associated with Total Maximum Daily Loads (TMDL) as mandated by the State and Federal agencies. Improvements include construction of bioswales, low flow diversions and Structural Best Management Practices (BMP) for trash, metal and bacteria.",0,0,6909119,300000,300000,300000,7809119,2018,2020
