cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2023,year_2024,year_2025,year_2026,year_2027,year_2028
2022,Bldg - Operations Facility / Structures,165,General Services,Kearny Mesa Facility Improvements,S20009,,,Council District: 6; Community Plan: Kearny Mesa,16421599,16421600,"This project will include tenant improvements to the fire vehicle repair facility located at 8050 Othello Avenue, which will be completed by the lessor with input from the City. The centrally located Kearny Mesa Repair Facility will serve as the primary facility for the repair and maintenance of the City's heavy-duty fire apparatus, as well as a storage facility for the Fire-Rescue Department reserve fleet.","In April 2017, the City entered into a 10-year lease of the facility on Othello Avenue which was intended to serve as a new maintenance and repair facility for heavy-duty fire apparatus. This was in response to findings by CST Fleet Services, a fleet consultant hired by the City, that separate shop space would increase maintenance efficiency for the City's 100+ heavy-duty fire apparatus, rather than sharing space with the refuse packers at the Miramar facility. The City completed additional lease negotiations in September 2019 and has secured rights to the facility for up to 30 years (15 years with three 5-year renewal options) along with right of first refusal to purchase the facility, if owner desires to sell.",0,0,0,0,0,0,0
2022,Bldg - Libraries,175,Library,Oak Park Library,S22011,2023,2023,Council District: 4; Community Plan: Mid-City: Eastern Area,438862,21049862,This project provides for the design and construction of a new Oak Park Library Branch. This project was converted from P20004 in Fiscal Year 2022.,"The existing Oak Park Library is only 5,200 square feet and is insufficient to meet the needs of the growing community. The existing library is too small to provide adequate programming and informational services to the library system and the region, and could not support the technological and programmatic needs of the future. The proposed project will utilize a Community Based Competitive Design (CBCD) delivery method to reach the ultimate goal of expanding the Oak Park Branch Library to a new 20,000 square foot facility. Under the CBCD method, teams of designers and contractors will compete for public votes on their unique designs of the library. Designs will be based on community input and desires, including exterior looks and interior features and amenities.",0,20611000,0,0,0,0,0
2022,Bldg - Libraries,176,Library,Ocean Beach Branch Library,S20015,2023,2024,Council District: 2; Community Plan: Ocean Beach,1051488,11902301,"The new extension will create space for an expanded book collection area, a community meeting room, study room, office space, makers space for computers/arts & crafts and a teen room, storage rooms, outdoor gathering area and two restrooms.",This project provides for the expansion of the Ocean Beach Library using the current site and adjacent property to serve the Ocean Beach community. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.,3350813,4500000,3000000,0,0,0,0
2022,Bldg - Libraries,177,Library,Pacific Highlands Ranch Branch Library,S14023,,,Council District: 1; Community Plan: Priority Category: Low,27664177,27664178,This project provides for a new branch library facility on a 1.5-acre site in Pacific Highlands Ranch to serve the entire North City Future Urbanizing Area (NCFUA).,This project will provide branch library service to the NCFUA for future development and population.,0,0,0,0,0,0,0
2022,Bldg - Libraries,178,Library,San Carlos Branch Library,S00800,2023,2023,Council District: 7; Community Plan: Navajo,3252740,27039725,"This project provides for the acquisition of a lot adjoining the existing branch library located at 7265 Jackson Drive and building a new 25,000 square-foot library. This project is part of the 21st Century Library System/Library Department Facility Improvements Program. The new building will serve as the district's flagship library.","The existing library does not have adequate programming or community meeting space. It does not have a dedicated children’s or teen area, adequate parking, or necessary infrastructure for technology upgrades and improvements.",20786984,3000000,0,0,0,0,0
2022,Bldg - Libraries,179,Library,Scripps Miramar Ranch Library,S00811,,,Council District: 5; Community Plan: Scripps Miramar Ranch,6754383,6754384,This project provides for an expansion of the Scripps Miramar Ranch Branch Library parking lot located at 10301 Scripps Lake Drive. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.,"The current facility is fully occupied, and the current parking lot does not have the capacity to serve the needs of the community.",0,0,0,0,0,0,0
2022,Bldg - Other City Facility / Structures,193,Parks & Recreation,Balboa Park Botanical Bldg Improvments,S20005,,,Council District: 3; Community Plan: Balboa Park,21452999,21453000,"This project provides for the enhancement and restoration of the Balboa Park Botanical Building. Improvements may include: the restoration of the window arcades, fabrication and installation of the arched store front and doors, restoration of the cupola, lattice work, structural repairs and upgrades, addition of a storage and maintenance area, hardscape and landscape improvements, lighting and electrical upgrades, and accessibility enhancements.",The project is needed to bring the building into compliance with current building standards.,0,0,0,0,0,0,0
2022,Golf Courses,194,Parks & Recreation,Balboa Park Golf Course,AEA00002,,,Council District: 3; Community Plan: Balboa Park; Mission Bay Park; University,676466,676467,"This annual allocation provides for replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Balboa Park, which may include minor replacements of golf course building structures, fairway, and green systems.",This annual allocation will provide for a capital assets cost-avoidance program allowing for timely replacement of unanticipated failure of golf capital assets.,0,0,0,0,0,0,0
2022,Bldg - Other City Facility / Structures,195,Parks & Recreation,Balboa Park West Mesa Comfort Station Replacement,S15036,,,Council District: 3; Community Plan: Balboa Park,2378962,2378962,"This project provides for the design and construction of two replacement comfort stations on the West Mesa of Balboa Park, one north of the children's play area and one near the intersection of 6th Avenue and Nutmeg Street. The project also includes the demolition of the existing comfort stations at these locations and associated path of travel improvements. It is anticipated the new comfort stations will be prefabricated buildings.","The improvements will bring the park into compliance with the Americans with Disabilities Act (ADA), federal and State accessibility requirements, making these park facilities available to users with disabilities.",0,0,0,0,0,0,0
2022,Bldg - Parks - Recreation/Pool Centers,196,Parks & Recreation,Balboa Pk Bud Kearns Aquatic Complex Imp,S17000,,,Council District: 3; Community Plan: Balboa Park,3643999,3644000,"This project provides for the design and construction of various improvements of the Bud Kearns Aquatic Complex located in the Morley Field area of Balboa Park. Improvements include mechanical systems, fencing, accessibility upgrades, pool decking, replacing an outdated steam boiler, platforms, columns, and pool coping.",The improvements are necessary to bring the aquatic complex into full compliance with the San Diego County Department of Environmental Health requirements.,0,0,0,0,0,0,0
2022,Parks - Community,197,Parks & Recreation,Bay Terrace Senior Center,S16060,,,Council District: 4; Community Plan: Skyline - Paradise Hills,6072763,6072763,"This project provides for the design and construction of a senior center within Bay Terraces Community Park. The senior center will be approximately 3,500 square feet and will contain a multi-purpose area, restrooms, one staff office, a kitchen, and storage closet.",The improvements are necessary to meet the needs of the community.,0,0,0,0,0,0,0
2022,Parks - Community,198,Parks & Recreation,Beyer Park Development,S00752,2023,2023,Council District: 8; Community Plan: Otay Mesa; San Ysidro,14305765,33636000,"This project provides for the acquisition, design, and construction of approximately eight useable acres, out of approximately 43 total acres, of a community and neighborhood park on Beyer Boulevard. Beyer Park will be constructed in two phases. Phase I consists of the design of all amenities. Phase I also includes the construction of the children’s play area and skate park. Phase II will include the construction of the comfort station, multi-use turf fields, picnic structures, on-site parking, sports field lighting, walking paths, and a dog park.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa and San Ysidro Communities.,8092634,11237600,0,0,0,0,0
2022,Parks - Neighborhood,199,Parks & Recreation,Black Mountain Ranch Park Ph2,RD21001,2024,2025,Council District: 5; Community Plan: Black Mountain Ranch,9777641,11034475,"This project provides for the design and construction of Phase 2 of the 30-acre Black Mountain Ranch Community Park. Phase 1 was completed by a developer per a Reimbursement Agreement with the City in 2006 and included the following amenities: Four multipurpose sports fields comprising 13 acres of turf, four basketball courts, security lighting and prefabricated restroom facility. Phase 2 will provide for the design and construction of an additional 17 acres of multipurpose sports fields, hardcourts, two restrooms, one including a concession stand, two children’s playgrounds, concrete pedestrian paving to meet ADA accessibility requirements, sports field lighting, drainage facilities, off-leash dog areas, landscaping and irrigation improvements.",This project implements the Black Mountain Ranch Subarea Plan.,0,0,153386,1103447,0,0,0
2022,Parks - Miscellaneous Parks,200,Parks & Recreation,Canon Street Pocket Park,S16047,2023,2023,Council District: 2; Community Plan: Peninsula,1649406,3200314,"This project provides for the design and construction of a pocket park of approximately 0.75 acres and will provide park amenities such as a small children's play area, picnic areas, walkways, landscaping, art and/or interpretive signs.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City's General Plan to serve residents.,0,1550908,0,0,0,0,0
2022,Parks - Community,201,Parks & Recreation,Canyonside Community Park Improvements,S12004,,,Council District: 6; Community Plan: Rancho Penasquitos,2251125,2251125,"This project provides for miscellaneous improvements to serve park users, such as accessibility upgrades to the children's play area, drainage repair at the western parking lot, and creation of a parking area in the northwest corner to accommodate overflow parking needs at the Canyonside Community Park.",This project will provide upgraded and additional recreation amenities to serve the residents of Rancho Penasquitos which is park-deficient by General Plan standards.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,202,Parks & Recreation,Carmel Del Mar NP Comfort Station-Development,S16034,,,Council District: 1; Community Plan: Carmel Valley,2930563,2930563,"This project provides for the demolition of the existing comfort station and the design and construction of a new comfort station, which provides accessibility improvements to the children's play area and path of travel. This project is now categorized as a Priority Development Project (PDP). Thus, implementation of permanent structural stormwater Best Management Practices (BMPs) are required.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,203,Parks & Recreation,Carmel Grove NP Comfort Station and Park,S16038,,,Council District: 1; Community Plan: Carmel Valley,2061500,2061500,This project provides for the design and construction of a new 350 square foot prefabricated comfort station within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City's General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,204,Parks & Recreation,Carmel Knolls NP Comfort Station-Development,S16033,,,Council District: 1; Community Plan: Carmel Valley,1478699,1478700,This project provides for the design and construction of a new 350 square foot prefabricated comfort station within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Neighborhood,205,Parks & Recreation,Carmel Mission NP Comfort Station Development,S16039,,,Council District: 1; Community Plan: Carmel Valley,1427999,1428000,This project provides for the design and construction of a new 350 square foot prefabricated comfort station within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Miscellaneous Parks,206,Parks & Recreation,Carmel Valley CP-Turf Upgrades,S16029,,,Council District: 1; Community Plan: Carmel Valley,4774120,4774121,This project provides for the design and construction of approximately 3.2 acres of multi-purpose synthetic turf fields on the joint use field and upgrades to the associated accessible path of travel.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City's General Plan to serve residents.,0,0,0,0,0,0,0
2022,Bldg - Other City Facility / Structures,207,Parks & Recreation,Casa Del Prado Reconstruction,S22007,2023,2023,Council District: 3; Community Plan: Balboa Park,2199999,5900000,"This project provides for the design and reconstruction to restore Casa Del Prado in Balboa Park. The scope of work includes, but is not limited to, the replacing of stucco, repainting, upgrading the historical building facades and any building systems issues associated in extending the lifecycle of this building such as mechanical, electrical, plumbing, and structural, along with the upgrade of the restroom which is currently part of the Balboa Park Restroom upgrade CIP.",,0,3700000,0,0,0,0,0
2022,Parks - Miscellaneous Parks,208,Parks & Recreation,Children's Park Improvements,S16013,,,Council District: 3; Community Plan: Centre City,8200919,8200920,"This project provides for the design and construction of improvements to the existing Children's Park that could include large multi-purpose lawn areas, a comfort station, children's play area, interactive water fountain, and vendor's building.","This project implements the Downtown Community Plan Policy which implements a program to reclaim open spaces that have deteriorated, have design features that provide use opportunities, and/or are in need of activity and revitalization.",0,0,0,0,0,0,0
2022,Parks - Community,209,Parks & Recreation,Chollas Community Park Comfort Station,S16058,,,Council District: 4; Community Plan: Mid-City: Eastern Area,3134378,3134379,"This project provides for the continuation of the design and development of North Chollas Community Park, located on College Grove Drive midway between 54th Street and College Avenue. The project will consist of a comfort station with a concession area.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City's General Plan to serve residents.,0,0,0,0,0,0,0
2022,Parks - Trails,210,Parks & Recreation,Chollas Creek Oak Park Trail,S20012,,,Council District: 4 9; Community Plan: Mid-City: Eastern Area; City Heights,1752000,1752000,"The project includes the construction of a 2.3-mile multi-use recreation and active transportation trail with two bridges to cross the creek, informational kiosks, and stairs and fencing where needed. The trail will run northeast from Sunshine Berardini Park (intersection of SR-94 and I-805) along the Chollas Creek, Oak Park Branch to Chollas Parkway-54th Street intersection.","The proposed Oak Park Trail is needed to address local park deficiencies, improve public health, and increase active transportation mobility and access to neighborhood destinations.",0,0,0,0,0,0,0
2022,Parks - Community,211,Parks & Recreation,Chollas Lake Improvements,L18001,2023,2023,Council District: 4; Community Plan: Mid-City: Eastern Area,1392032,6589163,"This project will be implemented in phases for improvements such as providing electricity to a newly installed ranger station, adding security lights to the parking lot and comfort station, enhancing the youth fishing programs by improving the health of the aquatic environment for fish and other wildlife, accessibility upgrades, and other park improvements. Phase 1 of the project is to provide electrical service to the park which will allow extended use of the park and provide a higher level of security. Future phases will include accessibility upgrades and other park improvements.","Currently, the facilities at Chollas Lake Park do not have electricity. Providing electrical service to Chollas Lake Park will expand the use of the park by allowing new park programs to be developed and offered to the community. Electrical service will also enhance security within the park by providing the opportunity to install security lighting and supply the park rangers with additional resources to enhance their patrol duties.",4909966,287164,0,0,0,0,0
