cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2025,year_2026,year_2027,year_2028,year_2029,year_2030
2024,Landfills,120,Environmental Services,Landfill Improvements,AFA00001,2025,2028,Council District: Citywide; Community Plan: Citywide,11084868,28974820,"This annual allocation provides for improvements to existing sanitary landfills to comply with operating permits and regulatory requirements. Such improvements may include fencing, access roads, drains, small structures, and environmental protection projects. This project also provides for improvements to existing landfill gas systems, including gas migration and groundwater monitoring networks at all landfills managed by the City. Improvements include upgrades to existing or additional facilities as deemed necessary by SB1383, as well as engineering reports and/or design plans and specifications necessary to mitigate landfill gas and groundwater issues or to modify monitoring programs.",,0,8839952,3800000,700000,4550000,0,0
2024,Landfills,121,Environmental Services,Miramar Landfill Facility Improvements,L17000,2025,2025,Council District: Non-City; Community Plan: Non-City,90499999,85450000,This project provides for the construction of infrastructure improvements at the Miramar Landfill. Phase I will provide for the development of a Resource Recovery Facility (RRF) to increase waste diversion from self-haul customers. Phase II will provide for the construction of the Organic Processing Facility project as required to comply with conditions of a State-mandated Waste Discharge Requirement for Composting Operations. Phase III will provide for surface improvements to haul roads. Phase IV will provide for the acquisition of landfill gas collection and processing infrastructure currently in place as part of a transfer of gas rights. Phase V will provide for a backup power system for landfill gas collection and processing infrastructure. Phase VI will provide for the replacement of modular restroom and locker trailers that have exceeded their service life. Phase VII will provide for replacement of modular office trailers that have exceeded their service life. The total project cost includes all identified phases of the project.,"The Environmental Services Department (ESD) is responsible for managing operations, maintenance and regulatory compliance of the West Miramar Landfill. This CIP will allow for the most efficient execution of future facility improvement projects and helps to implement the City’s Climate Action Plan.",0,-5050000,0,0,0,0,0
2024,Landfills,122,Environmental Services,Miramar Landfill Storm Water Improvements,L18002,,,Council District: Non-City; Community Plan: Non-City,10299999,10300000,"The project provides for the construction of stormwater infrastructure improvements at the Miramar Landfill to maintain regulatory compliance with the Storm Water Industrial General Permit. The project will be implemented in three phases: Phase I includes paving of haul roads, drainage improvements in the Greenery, stabilization of roadway shoulders and drainage channels, and hydroseeding of inactive fill areas; Phase II includes stabilization and/or hydroseeding of secondary roads, sediment traps, storm drain improvements, and basin expansion; Phase III includes improvements to existing basins and development of new basins where feasible. The total project cost includes all identified phases of the project.",The stormwater basins and associated Best Management Practice (BMP) engineered structures at the Miramar Landfill must be properly designed and constructed to ensure compliance with National Pollutant Discharge Elimination System (NPDES) requirements and to avoid regulatory violations.,0,0,0,0,0,0,0
2024,Bldg - Pub Safety - Lifeguard Stations,131,Fire-Rescue,BSU Lifeguard Locker Room Repl,S25000,2025,2025,Council District: 2; Community Plan: Mission Bay Park,0,500000,This project provides for the replacement of a prefabricated modular building for Boasting Safety Unit (BSU) Lifeguard Locker Room at 2581 Quivira Court. This will replace the existing prefabricated trailer which is in poor condition and will have two bathrooms and two locker rooms.,The existing trailer is in poor condition and requires replacement.,0,500000,0,0,0,0,0
2024,Bldg - Pub Safety - Fire Fac / Struct,132,Fire-Rescue,Fairmount Avenue Fire Station,S14018,,,Council District: 4; Community Plan: Mid-City: City Heights,3727795,28000000,"This project provides for the design and construction of a new permanent fire station of approximately 22,400 square feet. The project will also include the purchase of a new EV fire engine apparatus. The facility will accommodate ten fire personnel and will include an apparatus bay, dorm rooms, kitchen, watch room, ready room, and station alerting system. The new fire station will comply with Fire’s current station design and construction standards and specifications.",This project will provide for a fire station to meet emergency response times for the community. This project was included in the Citygate Report.,24272205,0,0,0,0,0,0
2024,Bldg - Pub Safety - Fire Fac / Struct,133,Fire-Rescue,Fire Station No. 48 - Black Mountain Ranch,S15015,,,Council District: 5; Community Plan: Black Mountain Ranch,29999999,32000000,"This project provides for the land acquisition, design and construction of a new permanent fire station of approximately 11,500 square feet. The facility will accommodate ten crewmembers and will include an apparatus bay, dorm rooms, kitchen, watch room, ready room, station alerting system, and training classroom/multi-purpose room. This project will also include the cost for the purchase of one EV fire engine. The new station will be located at Carmel Valley Road and Winecreek Road in the Black Mountain Ranch Community. The new fire station will comply with Fire’s current station design and construction standards and specifications.",This project will provide for the needed fire station to meet the emergency response times of the community. Refer to Citygate Associates Consultant Report.,2000000,0,0,0,0,0,0
2024,Bldg - Pub Safety - Fire Fac / Struct,134,Fire-Rescue,Fire Station No. 49 - Otay Mesa,S00784,2025,2025,Council District: 8; Community Plan: Otay Mesa - Nestor; Otay Mesa,3336412,36000118,"This project provides for an approximately 13,000 square foot double- house fire station to serve the Otay Mesa and Otay Mesa/Nestor Communities. The fire station will be located across the intersection of Ocean View Hills Parkway and Sea Fire Point and will serve the community in addition to Fire Station 6 located at 693 Twining Avenue. The fire station will accommodate 3 apparatus bays and will also have a training room and outside training area. This project will also include the cost for the purchase of one EV fire engine, one EV fire truck, and one Battalion Chief vehicle. The new fire station will comply with Fire’s current station design & construction standards & specifications.",A second fire station is needed to serve the Otay Mesa and neighboring communities and it will ensure consistency with the recommendations in the Citygate Report.,30663705,2000000,0,0,0,0,0
2024,Bldg - Pub Safety - Fire Fac / Struct,135,Fire-Rescue,Fire Station No. 50 - North University City,S13021,,,Council District: 6; Community Plan: University,14999999,15000000,"This new facility will provide support to the University City area and will provide emergency response times that meet City and national standards. This new fire station will accommodate up to twelve crew members, a fire engine, service aerial truck, ambulance, and training room. The size of the station is approximately 13,500 square feet. The building design will comply with Fire’s current design and construction standards.",An additional fire station is needed in this area to ensure consistency with the recommendations in the Citygate Report.,0,0,0,0,0,0,0
2024,Bldg - Pub Safety - Fire Fac / Struct,136,Fire-Rescue,Fire Station No. 51 - Skyline Hills,S14017,,,Council District: 4; Community Plan: Skyline - Paradise Hills,1950000,28424991,"This project provides for the design and construction of a new permanent station to be built at 7180 Skyline Drive to better serve the growing community of Skyline/Paradise Hills. During the design, the size of the station increased from approximately 10,700 square feet to 13,000 square feet to meet identified operational needs.","An additional fire station is needed in this area to meet response time guidelines in this growing community, as recommended in the Citygate Report.",26474991,0,0,0,0,0,0
2024,Bldg - Pub Safety - Fire Fac / Struct,137,Fire-Rescue,Fire Station No. 54 - Paradise Hills,S00785,,,Council District: 4; Community Plan: Skyline - Paradise Hills,83653,30000000,"This project provides for the design and construction of a new 12,500 square foot fire station in the Paradise Hills area to serve the Paradise Hills/Skyline area as well as the purchase of an EV fire engine apparatus. The new station will accommodate 10 fire personnel, include 3 apparatus bays, dorms, kitchen, watch room, ready room, station alerting, and all essential station infrastructure. The site for this project has not been identified. The new fire station will comply with Fire’s current station design and construction standards & specifications.",This station is needed to serve the Paradise Hills/Skyline community and will ensure consistency with the recommendations in the Citygate Report.,29916347,0,0,0,0,0,0
2024,Bldg - Pub Safety - Fire Fac / Struct,138,Fire-Rescue,Fire-Rescue Air Ops Facility - PH II,S18007,,,Council District: 7; Community Plan: Kearny Mesa,4767797,23150244,"This project provides for the design & construction of a permanent Fire-Rescue Air Operations Facility station at the City's Montgomery-Gibbs Executive Airport. This project will include two hangars and parking spaces for five helicopters, an additional helipad, parking and shelter for a single Heli tender, and three fueling tender vehicles. Due to impacts of existing vernal pools, the project will provide off-site mitigation in Otay Mesa in conjunction with the La Media Road Improvement project. This project will also provide a hangar support area that includes space for maintenance offices, overhaul, avionics, and storage rooms.",SDFD Air Ops personnel currently do not have any hangar space to house or perform maintenance on aircraft. The proposed hangars will mitigate equipment corrosion from the elements and increase both the safety & lifespan of the aircraft. This project will provide a much-needed permanent solution for the Fire-Rescue Air Operations Facility to meet their air rescue operational requirements.,18382447,0,0,0,0,0,0
2024,Bldg - Pub Safety - Lifeguard Stations,139,Fire-Rescue,North Pacific Beach Lifeguard Station,S10119,2025,2025,Council District: 2; Community Plan: Pacific Beach,824821,11649999,"This project provides for the North Pacific Beach Lifeguard Station located at the foot of Law Street, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas, and a rescue vehicles facility.",North Pacific Beach has become a highly frequented beach over the years and new facilities will benefit both the public and the employees. Lifeguards are currently operating from a seasonal tower structure supported by a container-type of facility where medical aids and other daily activities like food preparation take place. This can create health issues for both the public and the employees.,10705178,120000,0,0,0,0,0
2024,Bldg - Pub Safety - Fire Fac / Struct,140,Fire-Rescue,Torrey Pines Fire Station,S19003,,,Council District: 1; Community Plan: La Jolla,24255999,24256000,"This project provides for the design and construction of a new permanent 3- bay fire station of approximately 14,664 square feet. The facility will accommodate a crew of nine to eleven fire personnel, and onsite surface parking for Fire-Rescue personnel. In addition, the offsite improvements include but are not limited to site grading, utility, and street/traffic improvements within the public right-of-way along Torrey Pines Road to allow for emergency response apparatus egress and ingress. This facility will allow for an EV fire engine including electric vehicle charging stations.",This project will provide for the permanent fire station and the associated infrastructure necessary to meet the Fire-Rescue Department’s current operational requirements.,0,0,0,0,0,0,0
2024,Bldg - Other City Facility / Structures,150,General Services,City Facilities Improvements,ABT00001,2025,2025,Council District: Citywide; Community Plan: Citywide,31429933,140865244,"This annual allocation provides for capital improvements at City facilities. Potential improvements include improvements to roofs, heating, ventilation, air- conditioning, security upgrades, generator and gear panels transformers replacements, and building repairs.",Several City-owned facilities are in need of repair or major improvements. High-priority repairs and City improvements will be completed with this allocation. Funding for this annual allocation will ensure City facilities remain safe and operable.,103580127,5855183,0,0,0,0,0
2024,Bldg - Other City Facility / Structures,151,General Services,Fleet Operations Facilities,L14002,2025,2025,Council District: Citywide; Community Plan: Citywide,3407558,11731711,"This project will provide needed improvements within the City's Fleet Operations repair facilities. Phase 1 of this project provides for the electrical improvements at the Miramar Place Fleet Services. Phase 2 of this project provides for the electrical improvements at the Rose Canyon Fleet Services. Phase 3 of this project provides for the replacement of pump systems, sprayers, brushes, buildings/awnings, surrounding structures, etc. for three large car washes located at Chollas Operations Yard, 20th & B St. and at Rose Canyon. Phase 4 of this project provides for the replacement of two existing non-operational cranes with a runway system each with a 33-foot span and a capacity of 2- tons located within the Fleet Repair Facilities at the Chollas Operations Yard. Phase 5 of this project provides for the replacement of the Chollas Operations Yard paint booth that was built in the 1960's. Phase 6 of this project provides for the replacement or rehabilitation of nine existing small car washes located at the Police substations. The total project cost includes all identified phases of the project.",This project is necessary to properly equip the existing City's Fleet repair facilities to support the car and truck washes at 20th and B St. and the Chollas Operations Yard which are non-functional and in need of replacement. The other car and truck washes require a variety of repairs and upgrades. Washing City vehicles is a storm water compliance requirement to keep debris from falling in the roadway and the repairs and replacements are necessary to remain in compliance with storm water regulations. Chollas Operations Yard crane replacement and related improvements are needed to assist Fleet staff to safely and efficiently complete necessary repairs.,7324152,1000000,0,0,0,0,0
2024,Bldg - Operations Facility / Structures,152,General Services,Kearny Mesa Facility Improvements,S20009,,,Council District: 6; Community Plan: Kearny Mesa,16421599,16421600,"This project will include tenant improvements to the fire vehicle repair facility located at 8050 Othello Avenue, which will be completed by the lessor with input from the City. The centrally located Kearny Mesa Repair Facility will serve as the primary facility for the repair and maintenance of the City's heavy-duty fire apparatus, as well as a storage facility for the Fire-Rescue Department reserve fleet.","In April 2017, the City entered into a 10-year lease of the facility on Othello Avenue which was intended to serve as a new maintenance and repair facility for heavy-duty fire apparatus. This was in response to findings by CST Fleet Services, a fleet consultant hired by the City, that separate shop space would increase maintenance efficiency for the City's 100+ heavy-duty fire apparatus, rather than sharing space with the refuse packers at the Miramar facility. The City completed additional lease negotiations in September 2019 and has secured rights to the facility for up to 30 years (15 years with three 5-year renewal options) along with right of first refusal to purchase the facility, if owner desires to sell.",0,0,0,0,0,0,0
2024,Bldg - Operations Facility / Structures,160,Homelessness Strategies and Solutions,Citywide Homeless Shelters,L24002,2025,2025,Council District: 2; Community Plan: Peninsula; Midway - Pacific Highway,1949999,5650000,"This project provides design and construction of improvements, new infrastructure, and buildings city-wide to provide additional shelter options for unhoused residents. Phase 1 is planned to be sited at the H Barracks site located within the San Diego Police and Fire Training Center at 4285 Spruance Rd, San Diego, CA 92101. The project constructs site improvements to enable infrastructure for electric, water & sewer connections, and site lighting to support ancillary services to be operational at the site. Phase 2 is planned to include site improvements at 2334 Mission Village Drive. The total project cost includes all identified phases of the project.",The project is necessary to implement the City’s Comprehensive Shelter Strategy to achieve shelter outcomes aligned with Community Action Plan on Homelessness.,0,3700000,0,0,0,0,0
2024,Bldg - Other City Facility / Structures,161,Homelessness Strategies and Solutions,Rose Canyon Safe Parking,S23014,,,Council District: 2; Community Plan: Clairemont Mesa,1030542,1030543,"This project includes safe parking improvements to 3775 Morena Blvd. including: installation of a new sewer main, manholes, water & sewer connections, electric panels, grinding and overlay of the parking lot, and an electric gate.",The County provided capital to establish an overnight safe parking/camper shelter for homeless families.,0,0,0,0,0,0,0
2024,Bldg - Libraries,170,Library,City Hts Library Performance Annex Imp,S23013,2025,2025,Council District: 9; Community Plan: Mid-City: City Heights,1305319,5615956,"This project will provide infrastructure repair of essential building systems to create a more environmentally and financially sustainable facility, addressing necessary replacement of the existing HVAC system, energy management systems, inclusive access points, structure foundation, and repair of nonfunctioning essential building components. Additionally, a second floor will be added to the Performance Annex, which will include rehearsal space and staff office space. The existing first floor will be expanded to include box office, staff office space, storage space.","Built in 1998, the City Heights/Weingart Branch Library’s Performance Annex is the only publicly accessible black box theatre and amphitheater in the Mid-City area and is also the only black box venue and theater that the City of San Diego owns and operates. The existing facility does not have adequate space for programming and also lacks ADA amenities.",0,4310637,0,0,0,0,0
2024,Bldg - Libraries,171,Library,Linda Vista Library Patio Improv,S24007,2025,2025,Council District: 7; Community Plan: Linda Vista,150000,1150000,"This project provides for improvements to the Outdoor Early Learning Patio at the existing Linda Vista Branch Library. The improvements entail adding a meeting and crafts space; seating for friends, families and readers' and space for nature-based play and learning. Specifically, a new exit gate, concrete patio, concrete band, stucco wall, concrete steppers, decomposed granite paving, iron fence, sidewalk, shade canopies, concrete tabletop, lintel, steel edging and irrigation drainage pipes will be added to the existing patio. In addition, an existing wall will be demolished to make way for the improvements.","The existing Linda Vista Branch Library was built in 1942 and was expanded in 1951 and again in 1987, to its current size of approximately 10,000 square feet. The current library is the busiest in the City of San Diego for youth summer reading programs and “Do Your Homework at the Library” programs and as a result, has reached operational capacity and is unable to accommodate the needs of the growing community.",500000,500000,0,0,0,0,0
2024,Bldg - Libraries,172,Library,Oak Park Library,S22011,2025,2025,Council District: 4; Community Plan: Mid-City: Eastern Area,21500744,37285000,"This project provides for the design and construction of a new library of approximately 20,000 square feet and a new book sorting facility of approximately 10,000 square feet. The library building will consist of entry/community services, technology lab, reader service area, informal reading/special feature area, reference area, multipurpose room, community room, adult/young adult area, children’s area, and staff support areas. The facility will also require a parking lot as well as building entrance and path of travel from nearby school and park areas. This project was converted from P20004 in Fiscal Year 2022.","The existing Oak Park Library is only 5,200 square feet and is insufficient to meet the needs of the growing community. The existing library is too small to provide adequate programming and informational services to the library system and the region, and could not support the technological and programmatic needs of the future. The proposed project will utilize a Community Based Competitive Design (CBCD) delivery method to reach the ultimate goal of expanding the Oak Park Branch Library to a new 20,000 square foot facility. Under the CBCD method, teams of designers and contractors will compete for public votes on their unique designs of the library. Designs will be based on community input and desires, including exterior looks and interior features and amenities.",5947892,9836363,0,0,0,0,0
2024,Bldg - Libraries,173,Library,Ocean Beach Branch Library,S20015,2025,2026,Council District: 2; Community Plan: Ocean Beach,5551488,12751488,"The new extension will create space for an expanded book collection area, a community meeting room, study room, office space, makers space for computers/arts & crafts and a teen room, storage rooms, outdoor gathering area and two restrooms.",This project provides for the expansion of the Ocean Beach Library using the current site and adjacent property to serve the Ocean Beach community. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.,200000,4000000,3000000,0,0,0,0
2024,Bldg - Libraries,174,Library,Old Logan Heights Library Renovation,S22010,2025,2025,Council District: 8; Community Plan: Southeastern San Diego,2725520,6341521,"This project consists of renovation and rehabilitation of the Old Logan Heights Library Building. The future use of this building will be determined at a later date, under a different project. The building is located at 811 South 28th Street, San Diego, CA within District 8.","The Old Logan Heights Library Building will be rehabilitated to become a new and safe community space for the residents of Logan Heights. Currently, the historic building is in a dilapidated state, with broken windows, damaged doors, lead pipes, a broken HVAC system and a leaky roof. The structure is also non-ADA compliant. Direction on the improvements to be made will ultimately depend on the findings of the site assessment, as well as available funding and public input from Logan Heights residents about the future use of the facility.",0,3616000,0,0,0,0,0
2024,Bldg - Libraries,175,Library,Pacific Highlands Ranch Branch Library,S14023,,,Council District: 1; Community Plan: Priority Category: Low,28464177,29264178,This project provides for a new branch library facility on a 1.5-acre site in Pacific Highlands Ranch to serve the entire North City Future Urbanizing Area (NCFUA).,This project will provide branch library service to the NCFUA for future development and population.,800000,0,0,0,0,0,0
2024,Bldg - Libraries,176,Library,San Carlos Branch Library,S00800,2025,2025,Council District: 7; Community Plan: Navajo,12967371,47501500,"This project provides for the acquisition of a lot adjoining the existing branch library located at 7265 Jackson Drive and building a new 25,000 square-foot library. This project is part of the 21st Century Library System/Library Department Facility Improvements Program. The new building will serve as the district's flagship library.","The existing library does not have adequate programming or community meeting space. It does not have a dedicated children’s or teen area, adequate parking, or necessary infrastructure for technology upgrades and improvements.",31447259,3086869,0,0,0,0,0
2024,Bldg - Libraries,177,Library,Scripps Miramar Ranch Library,S00811,,,Council District: 5; Community Plan: Scripps Miramar Ranch,10123055,10842056,This project provides for an expansion of the Scripps Miramar Ranch Branch Library parking lot located at 10301 Scripps Lake Drive. This project is part of the 21st Century Library System/Library Department Facility Improvements Program.,"The current facility is fully occupied, and the current parking lot does not have the capacity to serve the needs of the community.",719000,0,0,0,0,0,0
2024,Bldg - Other City Facility / Structures,193,Parks & Recreation,Balboa Park Botanical Bldg Improvments,S20005,,,Council District: 3; Community Plan: Balboa Park,28452999,28453000,"This project provides for the enhancement and restoration of the Balboa Park Botanical Building. Improvements include: the restoration of the window arcades, fabrication and installation of the arched store front and doors, restoration of the cupola, lattice work, structural repairs and upgrades, addition of a storage and maintenance area, hardscape and landscape improvements, lighting and electrical upgrades, and accessibility enhancements.",The project is needed to bring the building into compliance with current building standards.,0,0,0,0,0,0,0
2024,Golf Courses,194,Parks & Recreation,Balboa Park Golf Course,AEA00002,2025,2028,Council District: 3; Community Plan: Balboa Park; Mission Beach; University,4411193,14411194,"This annual allocation provides for replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Balboa Park, which may include minor replacements of golf course building structures, fairway, and green systems.",This annual allocation will provide for a capital assets cost-avoidance program allowing for timely replacement of unanticipated failure of golf capital assets.,0,2000000,0,0,8000000,0,0
2024,Parks - Community,195,Parks & Recreation,Beyer Park Development,S00752,2025,2025,Council District: 8; Community Plan: Otay Mesa; San Ysidro,22337999,22446340,"This project provides for the design and construction of approximately four useable acres and 14 acres of habitat restoration, out of approximately 43 total acres of undeveloped land, for a community and neighborhood park on Beyer Boulevard. Beyer Park will be constructed in two phases. Phase I consists of the design of all amenities. Phase I also includes the construction of the children’s play area, picnic area, basketball court, fitness equipment, on-site parking walkways, pedestrian light, Right of Way improvements, habitat restoration, and skate park. Phase II will be completed under S23008 - Beyer Park Development Phase II.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa and San Ysidro Communities.,0,108340,0,0,0,0,0
2024,Parks - Community,197,Parks & Recreation,Beyer Park Development Phase II,S23008,2025,2025,Council District: 8; Community Plan: Otay Mesa; San Ysidro,4297389,17988000,"This project provides for Phase II construction to Beyer Community Park. Amenities include a pedestrian walkway, dog park, comfort station, parking lot, and athletic fields.",This project provides population-based park acreage in accordance with the City's General Plan standards to accommodate the park and recreational needs of the residents within the Otay Mesa and San Ysidro Communities.,5290610,8400000,0,0,0,0,0
2024,Parks - Developed Regional Park,198,Parks & Recreation,Billie Jean King Tennis Center Improve,RD22005,,,Council District: 2; Community Plan: Mission Bay Park,2500000,2500000,This project provides for the design and construction of improvements to the Billie Jean King tennis courts at the Barnes Tennis Center.,This project is needed to improve the tennis courts as operated under a lease.,0,0,0,0,0,0,0
2024,Parks - Neighborhood,199,Parks & Recreation,Black Mountain Ranch Park Ph2,RD21001,,,Council District: 5; Community Plan: Black Mountain Ranch,11034474,13547900,"This project provides for the design and construction of Phase 2 of the 30-acre Black Mountain Ranch Community Park. Phase 1 was completed by a developer per a Reimbursement Agreement with the City in 2006 and included the following amenities: Four multipurpose sports fields comprising 13 acres of turf, four basketball courts, security lighting and prefabricated restroom facility. Phase 2 is expected to provide for the design and construction of an additional 17 acres of multipurpose sports fields, hardcourts, two restrooms, one including a concession stand, two children’s playgrounds, concrete pedestrian paving to meet ADA accessibility requirements, sports field lighting, drainage facilities, off-leash dog areas, landscaping and irrigation improvements.",This project implements the Black Mountain Ranch Subarea Plan.,2513425,0,0,0,0,0,0
2024,Parks - Miscellaneous Parks,200,Parks & Recreation,Canon Street Pocket Park,S16047,2025,2025,Council District: 2; Community Plan: Peninsula,3303113,3455921,"This project provides for the design and construction of a pocket park of approximately 0.75 acres and will provide park amenities such as a small children's play area, picnic areas, walkways, landscaping, art and/or interpretive signs.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City's General Plan to serve residents.,0,152807,0,0,0,0,0
2024,Parks - Developed Regional Park,201,Parks & Recreation,Canyonside Comm Park Tennis Expansion,RD23004,2025,2025,Council District: 5; Community Plan: Rancho Penasquitos,0,1000000,This project provides for the addition of two new tennis courts at Canyonside Park to the west of the existing north courts. The project would require existing baseball batting cages to be relocated to the west in cooperation with the user organizations.,The project is needed to meet increased demand.,0,1000000,0,0,0,0,0
2024,Parks - Neighborhood,202,Parks & Recreation,Carmel Del Mar NP Comfort Station-Development,S16034,2025,2025,Council District: 1; Community Plan: Carmel Valley,3930563,4730563,"This project provides for the demolition of the existing comfort station and the design and construction of a new comfort station, which provides accessibility improvements to the children's play area and path of travel. This project is now categorized as a Priority Development Project (PDP). Thus, implementation of permanent structural stormwater Best Management Practices (BMPs) are required.",This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,800000,0,0,0,0,0
2024,Parks - Neighborhood,203,Parks & Recreation,Carmel Grove NP Comfort Station and Park,S16038,2025,2025,Council District: 1; Community Plan: Carmel Valley,2211499,2462865,This project provides for the design and construction of a new 350 square foot prefabricated comfort station within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City's General Plan to serve residents.,250000,1365,0,0,0,0,0
2024,Parks - Neighborhood,204,Parks & Recreation,Carmel Knolls NP Comfort Station-Development,S16033,2025,2025,Council District: 1; Community Plan: Carmel Valley,2646316,3254031,This project provides for the design and construction of a new 350 square foot prefabricated comfort station and enhanced parking lot within the neighborhood park.,This project will expand the use of the park and contribute to satisfying population-based park acreage requirements as set forth in the City’s General Plan to serve residents.,0,607714,0,0,0,0,0
